address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude,distance_to_central_station
Pipersgatan 18,3550000,3123.0,2022-11-25,37.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3307832,18.0461389,1.0 km
Klara Västra Kyrkogata 17,12000000,4446.0,2022-11-25,56.0,2.0,1,1,0,1,0,0,1,0,0,0,59.3311362,18.0599577,0.2 km
Ringvägen 11C,6600000,2544.0,2022-11-25,74.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31829239999999,18.0507884,2.5 km
Geijersvägen 22,4750000,2960.0,2022-11-25,61.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3331073,18.0126319,3.0 km
Birkagatan 34,6150000,1999.0,2022-11-25,63.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3419937,18.0362226,2.0 km
Rålambshovsleden 44,3900000,2659.0,2022-11-25,42.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3311082,18.0220497,2.6 km
Stureparken 4,12800000,2175.0,2022-11-25,87.0,3.0,1,0,0,1,0,0,0,1,0,0,59.34345030000001,18.0777453,2.0 km
Mosebacke torg 14 A,9400000,3560.0,2022-11-25,76.0,4.0,0,0,0,0,0,0,0,0,1,0,59.317339,18.0744447,2.2 km
Eriksdalsgatan 17,2615000,1535.0,2022-11-25,25.0,1.0,0,0,0,0,0,0,0,0,1,0,59.30677499999999,18.0662319,3.3 km
Klippgatan 14G,2820000,1588.0,2022-11-25,27.5,1.0,0,0,0,0,0,0,0,0,1,0,59.3144305,18.0874286,3.0 km
Sveavägen 80,12400000,3157.0,2022-11-25,119.0,4.0,1,0,0,0,0,0,0,0,0,1,59.3404051,18.0592842,1.3 km
Hjärnegatan 2,9995000,4343.0,2022-11-25,96.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3324875,18.0426581,1.2 km
Riddargatan 29B,14300000,3780.0,2022-11-25,98.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3330974,18.0850825,1.7 km
Sveavägen 97. 0,2750000,1329.0,2022-11-25,26.5,1.5,1,0,0,0,0,0,0,0,0,1,59.34572079999999,18.0527355,1.9 km
Eriksbergsgatan 6,5750000,1334.0,2022-11-25,52.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33951899999999,18.068878,1.4 km
Nätgränd 3,7400000,4883.0,2022-11-25,79.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3056472,18.0869774,3.9 km
Borgargatan 6,6250000,3480.0,2022-11-25,66.0,2.5,1,0,0,0,0,0,0,0,1,0,59.31744879999999,18.0341902,3.5 km
Grevgatan 6,16900000,4182.0,2022-11-25,99.0,3.0,0,0,0,0,0,0,0,1,0,0,59.3323355,18.0837335,1.7 km
Krukmakargatan 73,3545000,2142.0,2022-11-25,54.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3157538,18.0434671,3.2 km
Norrbackagatan 4,9100000,4007.0,2022-11-24,100.0,4.0,1,0,0,0,0,0,0,0,0,1,59.33817939999999,18.034816,1.7 km
Malmgårdsvägen 16,7700000,4278.0,2022-11-24,85.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3096232,18.0888999,3.5 km
Maria Prästgårdsgata 1A,6370000,3366.0,2022-11-24,68.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3165829,18.0673931,2.0 km
Katarina Bangata 52,4070000,2116.0,2022-11-24,37.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3109303,18.0824347,3.1 km
Hagagatan 20A,3260000,1531.0,2022-11-24,35.0,1.0,0,0,0,0,0,0,0,0,0,1,59.3454748,18.0517564,1.9 km
Högalidsgatan 40 C,5130000,2380.0,2022-11-24,53.0,2.0,0,1,0,0,0,0,0,0,1,0,59.31841730000001,18.0367957,3.3 km
Frejgatan 23,4525000,2672.0,2022-11-24,44.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3475917,18.0583602,2.3 km
John Bergs plan 2,3000000,1630.0,2022-11-24,38.0,1.5,1,0,0,0,0,1,0,0,0,0,59.33622919999999,18.022987,2.4 km
Döbelnsgatan 79,6325000,3101.0,2022-11-24,61.3,2.0,1,0,0,0,0,0,0,0,0,1,59.3450721,18.0571727,1.9 km
Dalagatan 72,6650000,3590.0,2022-11-24,60.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3444257,18.0432019,1.8 km
Lundagatan 36D,3400000,1413.0,2022-11-24,25.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3190599,18.0460823,2.9 km
Lundagatan 36D,2950000,1413.0,2022-11-24,25.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3190599,18.0460823,2.9 km
Fleminggatan 40C,4950000,3054.0,2022-11-24,67.0,2.0,1,0,0,0,0,1,0,0,0,0,59.334691,18.0331091,1.7 km
Ernst ahlgrens väg 8,3275000,1847.0,2022-11-24,34.0,1.0,0,0,0,0,0,1,0,0,0,0,59.33052960000001,18.0041543,3.6 km
Banérgatan 49,17800000,5382.0,2022-11-24,137.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3385954,18.0956985,2.8 km
Högalidsgatan 11,3300000,1606.0,2022-11-24,35.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3179677,18.0337854,3.5 km
Garvargatan 20,4750000,2980.0,2022-11-24,53.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3285791,18.0418878,1.4 km
Östermalmsgatan 75A,6025000,2694.0,2022-11-24,50.0,2.0,0,0,0,1,0,0,0,1,0,0,59.34103810000001,18.0830628,2.0 km
Fyrverkarbacken 21,12400000,7178.0,2022-11-24,131.0,5.0,1,0,0,1,0,1,0,0,0,0,59.3264491,18.0215389,2.9 km
Creutzgatan 2,3350000,2023.0,2022-11-24,39.5,1.5,0,0,0,0,0,1,0,0,0,0,59.33242800000001,18.0153552,2.9 km
Rådmansgatan 46,6750000,6222.0,2022-11-24,76.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3411408,18.0610417,1.4 km
Styrmansgatan 16B,3250000,1827.0,2022-11-24,24.5,1.0,1,0,0,1,0,0,0,1,0,0,59.33361069999999,18.0863751,1.9 km
Bergsunds strand 42,3850000,1212.0,2022-11-24,37.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31568919999999,18.0325468,3.7 km
Maria bangata 17,8250000,4295.0,2022-11-24,93.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31409639999999,18.0529592,3.1 km
Hornsgatan 94,4940000,2841.0,2022-11-24,53.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3177944,18.0523814,2.5 km
Döbelnsgatan 18,4980000,2942.0,2022-11-24,42.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3410574,18.0618625,1.4 km
Arbetargatan 33C,9050000,4794.0,2022-11-24,101.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33555980000001,18.0280876,2.0 km
Tegnérgatan 5,11300000,3746.0,2022-11-24,92.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3405344,18.0642907,1.4 km
Krukmakargatan 58,6000000,2954.0,2022-11-24,68.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31601749999999,18.0461554,3.0 km
Timmermansgatan 13,2325000,1502.0,2022-11-24,21.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3190026,18.0597764,2.0 km
Sysslomansgatan 22,6010000,3884.0,2022-11-24,63.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3311285,18.0241914,2.4 km
Brännkyrkagatan 90,7600000,4102.0,2022-11-23,76.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3178844,18.0485663,2.7 km
Hornsgatan 94,4250000,2841.0,2022-11-23,53.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3177944,18.0523814,2.5 km
Repslagargatan 12A,8200000,6107.0,2022-11-23,91.5,4.0,1,0,0,1,0,0,0,0,1,0,59.31723929999999,18.0700795,2.0 km
Roslagsgatan 21,6150000,2760.0,2022-11-23,56.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34711129999999,18.0589551,2.2 km
Åsögatan 96,3235000,2029.0,2022-11-23,30.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3123963,18.0707206,2.6 km
Kaptensgatan 14 A,6230000,1785.0,2022-11-23,53.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33220840000001,18.0824948,1.6 km
Wennerbergsgatan 6B,1980000,849.0,2022-11-23,16.0,1.0,1,0,0,0,0,1,0,0,0,0,59.32761530000001,18.0122985,3.4 km
Brännkyrkagatan 57,5000000,3517.0,2022-11-23,64.0,3.0,1,1,0,0,0,0,0,0,1,0,59.3188787,18.0583348,2.1 km
John Bergs plan 4,5175000,2391.0,2022-11-23,53.0,2.5,1,0,0,1,0,1,0,0,0,0,59.3363816,18.0230598,2.4 km
Upplandsgatan 67,9850000,4285.0,2022-11-23,77.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3440503,18.0468582,1.6 km
Kungsholmstorg 3B,5950000,2468.0,2022-11-23,61.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3274153,18.040974,1.6 km
Sankt Eriksgatan 15,7500000,1538.0,2022-11-23,71.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3304367,18.0298047,2.0 km
Skillinggränd 1,3600000,1458.0,2022-11-23,35.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3269653,18.0487748,1.0 km
Ingemarsgatan 3A,9700000,3333.0,2022-11-23,94.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3494475,18.0582536,2.5 km
Rörstrandsgatan 12A,12050000,3008.0,2022-11-23,86.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3404065,18.034129,1.8 km
Jungfrugatan 52,7850000,3234.0,2022-11-23,67.0,3.0,1,0,0,1,0,0,0,1,0,0,59.34114280000001,18.0855582,2.2 km
Marmorgatan 11,2500000,1955.0,2022-11-23,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31070959999999,18.0537897,3.6 km
Cardellgatan 4a,3650000,2012.0,2022-11-23,28.5,1.0,0,0,0,0,0,0,0,1,0,0,59.33855409999999,18.0757292,1.5 km
Garvargatan 21,8600000,3040.0,2022-11-23,79.0,3.0,0,0,0,1,0,1,0,0,0,0,59.3281548,18.041394,1.4 km
Gambrinusgatan 2,7550000,5115.0,2022-11-23,83.0,3.0,0,0,0,1,0,1,0,0,0,0,59.32983689999999,18.0376374,1.6 km
Eastmansvägen 8A,15200000,5561.0,2022-11-23,109.0,4.0,1,0,0,1,0,0,0,0,0,1,59.339861,18.045106,1.4 km
Regeringsgatan 87,7190000,2120.0,2022-11-23,72.0,2.0,1,0,0,1,0,0,1,0,0,0,59.33768309999999,18.0671411,1.1 km
Norr mälarstrand 92,11250000,5804.0,2022-11-23,109.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3300624,18.0258844,2.4 km
Malmgårdsvägen 20,5470000,2991.0,2022-11-23,58.0,2.0,1,0,0,1,0,0,0,0,1,0,59.30933079999999,18.0896103,3.5 km
Karlsviksgatan 9,3995000,1980.0,2022-11-23,42.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3305054,18.0285555,2.2 km
Kungsholms strand 143,5620000,2427.0,2022-11-23,57.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3373962,18.0303092,2.0 km
Garvargatan 17,10550000,3665.0,2022-11-23,99.0,4.0,0,0,0,0,0,1,0,0,0,0,59.3278771,18.04146,1.5 km
Fleminggatan 101,5200000,2526.0,2022-11-23,54.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33479959999999,18.0291769,1.9 km
Upplandsgatan 17B,25900000,10997.0,2022-11-23,249.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3380587,18.0520618,0.8 km
Ljusterögatan 14,6300000,3073.0,2022-11-23,70.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3094885,18.092259,3.7 km
Kungsholms kyrkoplan 2,4840000,2890.0,2022-11-23,49.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3292249,18.0492528,0.8 km
Lignagatan 4,8650000,3840.0,2022-11-22,79.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3159076,18.0367895,3.4 km
Karlavägen 7,19700000,0.0,2022-11-22,153.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3445464,18.0651806,1.9 km
Vanadisplan 1,8350000,3255.0,2022-11-22,78.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34471079999999,18.0401152,2.0 km
Karlbergsvägen 70B,4600000,2398.0,2022-11-22,45.0,2.0,1,1,0,0,0,0,0,0,0,1,59.3426592,18.0306813,2.3 km
Kungsholms Strand 139,3280000,2043.0,2022-11-22,37.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3372879,18.0309518,2.0 km
Metargatan 5,3200000,1880.0,2022-11-22,32.0,1.0,0,0,0,0,0,0,0,0,1,0,59.30846460000001,18.0842993,3.5 km
Frejgatan 16,3400000,1666.0,2022-11-22,40.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34774890000001,18.0581626,2.3 km
Bergsgatan 39,7000000,1648.0,2022-11-22,75.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3300485,18.0388323,1.4 km
Västmannagatan 17C,7350000,2653.0,2022-11-22,68.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3376263,18.0514271,0.8 km
Heleneborgsgatan 25 B,5300000,3229.0,2022-11-22,62.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3187235,18.0332425,3.5 km
Sankt Göransgatan 102,3900000,2518.0,2022-11-22,45.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3343459,18.0254015,2.2 km
Birkagatan 10,6750000,1458.0,2022-11-22,66.0,3.0,1,0,0,0,0,0,0,0,0,1,59.33945860000001,18.0335862,1.9 km
Messeniusgatan 6,2900000,2059.0,2022-11-22,31.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3305265,17.9997312,3.9 km
Björngårdsgatan 16,6440000,2772.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,1,0,59.31513700000001,18.065825,2.4 km
Grev Turegatan 80,8700000,3051.0,2022-11-22,76.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3421882,18.0811094,2.0 km
Bohusgatan 49,7050000,4585.0,2022-11-22,87.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3076367,18.0822665,3.5 km
Birger Jarlsgatan 109D,5925000,2468.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3486693,18.0587546,2.4 km
Rutger Fuchsgatan 8B,3120000,2088.0,2022-11-22,41.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30700299999999,18.0781006,3.4 km
Tavastgatan 25,5350000,4577.0,2022-11-22,65.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3196722,18.0612631,1.9 km
Fredhällsgatan 9,2995000,2250.0,2022-11-22,39.0,1.0,0,0,0,0,0,1,0,0,0,0,59.3304299,18.0017911,3.8 km
Skånegatan 81,4750000,1709.0,2022-11-21,44.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3129572,18.0834589,3.1 km
Garvar Lundins Gränd 6,3170000,1033.0,2022-11-21,30.0,1.5,1,0,0,0,0,1,0,0,0,0,59.32736269999999,18.0438807,1.4 km
Vidargatan 5,3600000,889.0,2022-11-21,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34391100000001,18.0486465,1.6 km
Hagaesplanaden 74,4295000,3299.0,2022-11-21,46.5,2.0,1,0,0,0,0,0,0,0,0,1,59.3486365,18.0371827,2.5 km
Birger Jarlsgatan 48,21000000,4720.0,2022-11-21,156.0,5.0,1,0,0,1,0,0,0,1,0,0,59.34034359999999,18.0670873,1.4 km
Östermalmsgatan 30,3700000,2145.0,2022-11-21,31.0,1.0,1,0,0,0,0,0,0,1,0,0,59.34331069999999,18.0706888,1.9 km
Hagagatan 14A,6000000,2295.0,2022-11-21,55.0,2.0,0,0,0,1,0,0,0,0,0,1,59.34528630000001,18.0525262,1.8 km
Nybrogatan 72,4150000,1557.0,2022-11-21,35.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3417345,18.0830585,2.1 km
Medborgarplatsen 11,5500000,4578.0,2022-11-21,70.0,3.0,1,1,0,1,0,0,0,0,1,0,59.3151812,18.0708658,2.2 km
Sveavägen 55,11250000,2769.0,2022-11-21,115.0,3.5,1,0,0,0,0,0,0,0,0,1,59.34047979999999,18.0583328,1.3 km
Hagagatan 15A,7320000,3797.0,2022-11-21,77.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34489319999999,18.0514513,1.8 km
Brahegatan 3,13050000,4767.0,2022-11-21,118.0,4.0,0,0,0,0,0,0,0,1,0,0,59.3372213,18.0754155,1.4 km
Harry Martinsons Gata 3,4340000,2210.0,2022-11-21,50.5,2.0,1,0,0,1,0,1,0,0,0,0,59.33929990000001,18.007652,3.5 km
Kungsholmsgatan 15,6800000,3167.0,2022-11-21,71.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3309116,18.0478435,0.9 km
Riddargatan 51,4600000,1320.0,2022-11-21,36.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33264639999999,18.0904663,2.1 km
Artillerigatan 46,24200000,0.0,2022-11-21,218.0,6.0,1,1,0,0,0,0,0,1,0,0,59.33701419999999,18.0834346,1.8 km
Scheelegatan 38A,8150000,4478.0,2022-11-20,95.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33392120000001,18.0464993,1.0 km
Ulrikagatan 2,23000000,3483.0,2022-11-20,115.0,3.5,0,0,0,0,0,0,0,1,0,0,59.3331033,18.0959013,2.5 km
Magnus Ladulåsgatan 7,5975000,3895.0,2022-11-20,81.0,3.5,1,0,0,1,0,0,0,0,1,0,59.3119391,18.0605455,2.9 km
Marmorgatan 11,2250000,1955.0,2022-11-20,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31070959999999,18.0537897,3.6 km
Katarina Bangata 57,3475000,2050.0,2022-11-19,37.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3094975,18.0870745,3.4 km
Lindvallsplan 6,6150000,3262.0,2022-11-19,63.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3161759,18.0284148,3.9 km
Gästrikegatan 10,6000000,2994.0,2022-11-19,63.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34138429999999,18.0401294,1.7 km
Tomtebogatan 30,15000000,4952.0,2022-11-19,145.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3417687,18.0300015,2.2 km
Valhallavägen 61,12500000,6375.0,2022-11-19,152.0,4.0,1,0,0,1,0,0,0,1,0,0,59.34693369999999,18.068325,2.4 km
Falugatan 17,4000000,2467.0,2022-11-19,40.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3439367,18.0365263,2.2 km
Dalagatan 86F 2,3325000,1977.0,2022-11-19,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34646060000001,18.0417548,2.0 km
Södermannagatan 45,6350000,3297.0,2022-11-19,63.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3096184,18.0826081,3.3 km
Tre Liljor 3,19000000,5922.0,2022-11-19,175.0,6.0,1,0,0,1,0,0,0,0,0,1,59.3472041,18.0457798,2.0 km
Drejargatan 4 2tr,8000000,3318.0,2022-11-19,72.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3397513,18.0319086,2.0 km
Karlbergsvägen 53A,6200000,2150.0,2022-11-18,54.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3419116,18.034485,2.1 km
Pontonjärgatan 4,2750000,2150.0,2022-11-18,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3285513,18.0381663,1.6 km
Igeldammsgatan 16,3650000,1831.0,2022-11-18,40.0,1.5,1,0,0,1,0,1,0,0,0,0,59.3367233,18.0251758,2.3 km
Wollmar Yxkullsgatan 52A,5000000,2611.0,2022-11-18,51.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3156863,18.0525308,2.8 km
Wollmar Yxkullsgatan 48C,3060000,1922.0,2022-11-18,29.5,1.0,0,0,0,0,0,0,0,0,1,0,59.3161898,18.0535654,2.7 km
Wennerbergsgatan 6B ,3200000,2154.0,2022-11-18,42.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32761530000001,18.0122985,3.4 km
Västmannagatan 29B,8950000,3276.0,2022-11-18,89.0,3.0,1,1,0,1,0,0,0,0,0,1,59.3387835,18.0498681,1.0 km
Garvargatan 22,4050000,1820.0,2022-11-18,44.0,2.0,1,0,0,0,0,1,0,0,0,0,59.328584,18.0414441,1.4 km
Pontonjärgatan 35,6200000,2323.0,2022-11-18,58.1,2.0,1,0,0,1,0,1,0,0,0,0,59.3292149,18.0307006,2.1 km
Roslagsgatan 9,5295000,1984.0,2022-11-18,49.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34589219999999,18.0598828,2.1 km
Alströmergatan 32 O,4025000,2499.0,2022-11-18,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3369679,18.0268897,2.2 km
Tideliusgränd 11,7275000,4195.0,2022-11-18,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3114589,18.0649095,2.8 km
Sveavägen 126,4000000,1915.0,2022-11-18,39.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3455516,18.0545752,2.0 km
Dalagatan 108,6350000,3501.0,2022-11-18,67.0,3.0,1,0,1,1,0,0,0,0,0,1,59.34897549999999,18.0386494,2.4 km
Torsgatan 42A,5200000,2207.0,2022-11-18,46.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3409939,18.0382937,1.7 km
Upplandsgatan 34,6600000,2415.0,2022-11-18,56.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34077509999999,18.0507917,1.1 km
Robert Almströmsgatan 12,3830000,2075.0,2022-11-18,36.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3392122,18.0338494,1.9 km
Tomtebogatan 17,9725000,3637.0,2022-11-18,108.0,4.0,1,0,0,0,0,0,0,0,0,1,59.3412614,18.0335161,2.0 km
Narvavägen 29,17750000,4708.0,2022-11-18,113.0,4.0,0,0,0,0,0,0,0,1,0,0,59.3362479,18.0903296,2.4 km
Flintbacken 10,6250000,3759.0,2022-11-18,80.5,3.0,1,0,0,1,0,0,0,0,1,0,59.3100245,18.0507508,3.6 km
Love Almqvists väg 4B,3090000,3061.0,2022-11-18,37.5,2.0,1,0,0,0,0,1,0,0,0,0,59.33480780000001,18.0023359,3.8 km
Krukmakargatan 10,3600000,2070.0,2022-11-18,44.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3177872,18.0584892,2.3 km
Tunnelgatan 1A,5190000,2481.0,2022-11-18,57.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3369365,18.0641204,0.9 km
Tomtebogatan 34c,3045000,1560.0,2022-11-18,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3419482,18.0292078,2.3 km
Emmy Rappes Gata 2,3225000,1904.0,2022-11-18,31.0,1.5,1,0,1,1,0,0,0,0,0,1,59.3483394,18.0336097,2.7 km
Drejargatan 8,7400000,2475.0,2022-11-18,63.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3401207,18.0320428,2.0 km
Katarina Bangata 13,10700000,0.0,2022-11-18,85.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3122146,18.0752627,2.7 km
Valhallavägen 49,2900000,1443.0,2022-11-18,30.0,1.5,0,0,0,0,0,0,0,0,0,1,59.3476769,18.0663813,2.4 km
Högbergsgatan 68B,18700000,3596.0,2022-11-18,152.0,4.0,1,0,0,1,0,0,0,0,1,0,59.315251,18.0617873,2.4 km
Fyrverkarbacken 23,7800000,5560.0,2022-11-18,98.5,4.0,1,0,0,1,0,1,0,0,0,0,59.326451,18.0211687,2.9 km
Tjurbergsgatan 36,3700000,2171.0,2022-11-18,38.0,1.0,0,0,0,1,0,0,0,0,1,0,59.3105054,18.0723413,2.8 km
Styrmansgatan 55A,5300000,1946.0,2022-11-18,34.0,1.5,0,0,0,1,0,0,0,1,0,0,59.3366328,18.0876896,2.2 km
Nybrogatan 44,12000000,4080.0,2022-11-18,94.0,4.0,1,0,0,0,0,0,0,1,0,0,59.3386887,18.0806593,1.7 km
Erstagatan 23,3775000,2335.0,2022-11-18,41.8,1.5,0,0,0,0,0,0,0,0,1,0,59.3138516,18.0904403,3.3 km
Valhallavägen 67,2950000,1324.0,2022-11-18,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.34652029999999,18.0694267,2.4 km
Västmannagatan 89A,4100000,1515.0,2022-11-17,38.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3452657,18.0431818,1.8 km
Västmannagatan 52,2950000,1724.0,2022-11-17,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34145349999999,18.0482698,1.3 km
Vidargatan 5,15500000,3231.0,2022-11-17,131.0,5.0,1,0,0,1,0,0,0,0,0,1,59.34391100000001,18.0486465,1.6 km
Drakenbergsgatan 8,5025000,2494.0,2022-11-17,60.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31604050000001,18.0420206,3.2 km
Katarina bangata 67B,2900000,1578.0,2022-11-17,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3091908,18.0888647,3.6 km
Gambrinusgatan 5,3650000,2186.0,2022-11-17,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3303142,18.0375441,1.5 km
Vitalisvägen 7,4400000,2869.0,2022-11-17,55.0,3.0,0,0,0,0,0,1,0,0,0,0,59.33027909999999,18.0060296,3.5 km
Bohusgatan 27 ,3190000,2677.0,2022-11-17,34.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3070439,18.0809096,3.5 km
Kronobergsgatan 21,3275000,986.0,2022-11-17,28.0,1.5,0,0,0,1,0,1,0,0,0,0,59.3334741,18.0338152,1.7 km
Bondegatan 79,2600000,1299.0,2022-11-17,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31351029999999,18.0957394,3.6 km
Garvargatan 3 A,4700000,1585.0,2022-11-17,44.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3278024,18.0455752,1.1 km
Roslagsgatan 17A,3695000,563.0,2022-11-17,30.0,1.0,0,0,0,1,0,0,0,0,0,1,59.3466072,18.0589024,2.1 km
Tegelviksgatan 38,5900000,4295.0,2022-11-17,73.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3098894,18.0975523,4.1 km
Eriksbergsgatan 36,6500000,3213.0,2022-11-17,54.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3424165,18.0664147,1.7 km
Färgargårdstorget 10,5200000,3483.0,2022-11-17,72.5,2.0,1,0,0,0,0,0,0,0,1,0,59.30807219999999,18.0920022,3.9 km
Grevgatan 69,17000000,3009.0,2022-11-17,126.0,4.5,1,0,0,1,0,0,0,1,0,0,59.3390384,18.0880587,2.3 km
Birger Jarlsgatan 93 B,5225000,2493.0,2022-11-17,50.3,2.0,1,0,0,1,0,0,0,0,0,1,59.34707880000001,18.0608566,2.2 km
Folkskolegatan 12,2950000,2092.0,2022-11-17,28.0,1.5,1,0,0,1,0,0,0,0,1,0,59.3171243,18.0298918,3.8 km
Ringvägen 131B,3510000,1800.0,2022-11-17,36.0,1.0,0,0,0,1,0,0,0,0,1,0,59.3084959,18.0787233,3.3 km
Industrigatan 2A,8310000,4642.0,2022-11-17,85.0,3.0,1,1,0,0,0,1,0,0,0,0,59.3366474,18.0314189,2.0 km
Eriksbergsgatan 36,22300000,7887.0,2022-11-17,152.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3424165,18.0664147,1.7 km
Tobaksspinnargatan 10,3400000,2212.0,2022-11-17,40.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3174141,18.0307912,3.7 km
